0,0.5530595177668614
1,0.5572585536447087
2,0.5618490311461353
3,0.564007337021201
4,0.5696262449420868
5,0.5777189062002633
6,0.5831748926761702
7,0.5876827444502755
8,0.5895876169664851
9,0.5891497543811351
10,0.5920371740495711
11,0.5910501461095291
12,0.5913767059255371
13,0.5952015064050173
14,0.597291883536797
15,0.5977505369776118
16,0.5971506491048462
17,0.598428749021396
18,0.5996247609051621
19,0.6008148581490117
20,0.6035621187745727
21,0.6057225754277897
22,0.6098164024077244
23,0.6115004617003765
24,0.6125756715446316
25,0.6160733745135656
26,0.6158674375055562
27,0.6197051426539455
28,0.622936328363602
29,0.6230696766089971
30,0.6252491318025528
31,0.6267639965472842
32,0.6283650716495894
33,0.6294691377673776
34,0.6324683978996934
35,0.6337965034082665
36,0.6365315762909688
37,0.6360019471711532
38,0.6364175850489373
39,0.6353479313815739
40,0.6366455675330001
41,0.6363632779006111
42,0.6392334913438349
43,0.6376356424087568
44,0.6390135742778404
