0,0.61826842284872
1,0.6210558313331096
2,0.6237342670578215
3,0.6222487962811611
4,0.6240798254141682
5,0.6389574748143878
6,0.6497830581771151
7,0.6556044977072705
8,0.6557220735795544
9,0.6556647194955135
10,0.6555672175526439
11,0.6543885911256025
12,0.6532185678111674
13,0.6550510307962755
14,0.655700565798039
15,0.6535540892028069
16,0.6560891397174164
17,0.6540889160364887
18,0.6546366475390797
19,0.6560733673443052
20,0.657039783660395
21,0.6556589840871094
22,0.6565006552704101
23,0.6566067603258859
24,0.6544057973508148
25,0.6577136941478761
26,0.660211464507859
27,0.6805334503356648
28,0.6926036173220804
29,0.6959789051678897
30,0.7156642606628412
31,0.7175684162530004
32,0.7209609103240219
33,0.7193521282666735
34,0.7291037564057342
35,0.722916684589818
36,0.7227761670839177
37,0.7257600133061475
38,0.7266389646440748
39,0.7263507603717692
40,0.7237554880689167
41,0.7215473558333405
42,0.7258087642775823
43,0.7138719455365617
44,0.7244838849362366
